"","county","state","msa","pmsa","pop.density","pop","pop.change","age6574","age75","crime","college","income","farm","democrat","republican","Perot","white","black","turnout"
"1891","Ashe","NC",NA,NA,53,22209,0.5,9.5,7.69999981,1595,8.10000038,22695,7.30000019,41.7999992,47,11,98.87883,0.648385763,49.8446579
"1892","Avery","NC",NA,NA,60,14867,3.5,8.60000038,6,1873,12.3999996,24154,4.0999999,25.8999996,57.4000015,16.5,98.1771698,1.06275642,45.6514435
"1893","Beaufort","NC",NA,NA,52,42283,6.5,8.69999981,6.19999981,5026,10.8000002,26010,3.0999999,40.2999992,45.9000015,13.6000004,68.4648666,31.2040291,37.7929649
"1894","Bertie","NC",NA,NA,29,20388,-3.4000001,8.69999981,5.9000001,2558,8,21537,5.5,65,26,8.89999962,38.2087517,61.4626236,33.0733757
"1895","Bladen","NC",NA,NA,33,28663,-4.5999999,8.5,5.69999981,4095,7.69999981,22175,5,56,31.6000004,12.3000002,59.0517387,39.0712776,35.505703
"1896","Brunswick","NC",NA,NA,64,50985,52.2000008,10.3000002,4.4000001,2258,10.6999998,27045,1.39999998,45.4000015,39.4000015,15,81.0748291,18.0660973,43.9344902
"1897","Buncombe","NC",480,NA,275,174821,12,9.19999981,6.9000001,5394,19.1000004,30889,1.29999995,43.7000008,40.9000015,15.1999998,90.9381561,8.20038795,43.182457
"1898","Burke","NC",3290,NA,153,75744,6.69999981,7.80000019,5.19999981,3239,10.6000004,30647,0.699999988,41.7000008,44.5,13.6999998,91.7841644,6.83618498,39.7681656
"1899","Cabarrus","NC",1520,NA,284,98935,20.5,7.80000019,5.4000001,4051,12.3000002,35217,0.600000024,32.9000015,51.7000008,15.1999998,86.204071,12.9913578,41.5656738
"1900","Caldwell","NC",3290,NA,152,70709,5.9000001,7.30000019,4.80000019,4282,8.89999962,30117,0.800000012,35.2999992,49,15.5,94.0559158,5.48869324,36.170784
"1901","Camden","NC",NA,NA,26,5904,5.4000001,8.80000019,5.30000019,1633,10.1000004,28687,2.9000001,43.0999985,38.7999992,17.8999996,74.3224945,25.0846882,45.3082657
"1902","Carteret","NC",NA,NA,103,52556,33.5999985,9.19999981,5.0999999,4763,16.2000008,30241,0.800000012,36.7999992,47.4000015,15.6000004,90.2751389,8.34348106,41.5157166
"1903","Caswell","NC",NA,NA,49,20693,0,8.5,5.80000019,2720,6.5999999,27439,7.80000019,56.5,33.4000015,9.89999962,58.7396698,40.7674103,40.4146347
"1904","Catawba","NC",3290,NA,305,118412,15.8000002,7.30000019,4.5999999,5675,14.1999998,33456,0.699999988,33.0999985,51.5,15.1999998,89.8304214,9.02695656,41.7263451
"1905","Chatham","NC",6640,NA,59,38759,20.3999996,8.69999981,5.69999981,3892,19.5,32201,4,51.2000008,35.4000015,13.1000004,75.9126892,22.820507,47.929512
"1906","Cherokee","NC",NA,NA,45,20170,7.5999999,11.3000002,7.5999999,2493,8,22788,1.29999995,42.0999985,45.9000015,11.8999996,95.7511139,1.78978682,43.4209213
"1907","Chowan","NC",NA,NA,80,13506,9.30000019,10.3000002,7.30000019,2360,12.1999998,25000,4,47.4000015,36.9000015,15.5,61.8169708,37.6647415,33.3629494
"1908","Clay","NC",NA,NA,34,7155,9.89999962,12.5,7.80000019,1334,12.6000004,22750,3.5999999,40.4000015,47.7000008,11.6999998,98.6862335,0.573025882,55.3459129
"1909","Cleveland","NC",NA,NA,187,84714,4.19999981,8.10000038,5.5,4962,11.1000004,31281,1.89999998,42.7000008,44.7000008,12.3999996,78.3365173,20.9422283,36.0294647
"1910","Columbus","NC",NA,NA,54,49587,-1.60000002,8.19999981,5.19999981,4455,9.10000038,22474,5.9000001,60.5999985,28.8999996,10.3999996,66.3419876,30.6148796,38.1470947
"1911","Craven","NC",NA,NA,121,81613,18.2000008,7.30000019,3.9000001,5406,15.1000004,29109,1.29999995,39.5,45.7999992,14.5,71.8758011,25.8733292,30.9840336
"1912","Cumberland","NC",2560,NA,425,274566,12.1999998,4.0999999,2.0999999,9047,16.6000004,27966,0.400000006,47,42.0999985,10.5,61.9410286,31.8670197,23.4806938
"1913","Currituck","NC",5720,NA,56,13736,33.0999985,7.80000019,4.69999981,2887,8.19999981,31422,2.70000005,36.5,41.2999992,22,87.7329636,11.2478161,38.5629005
"1914","Dare","NC",NA,NA,62,22746,77.4000015,8.30000019,4.0999999,8315,21.3999996,34891,0.200000003,36.7000008,40.7000008,22.2999992,95.6915512,3.56546211,47.0236511
"1915","Davidson","NC",3120,NA,235,126677,14.6999998,7.30000019,4.69999981,4398,10,32290,1.5,33.0999985,50,16.7000008,89.4369125,9.72078609,39.253376
"1916","Davie","NC",3120,NA,107,27859,15.6000004,8.30000019,5.5,2571,14.6999998,34719,3.70000005,29.7000008,54.9000015,15.3999996,90.4339676,8.90914917,44.4631882
"1917","Duplin","NC",NA,NA,50,39995,-0.899999976,8.30000019,5.69999981,3534,6.5999999,24156,8.89999962,49.5999985,38.5,11.8999996,64.8255997,33.1516457,34.3717957
"1918","Durham","NC",6640,NA,647,181835,23.5,6.0999999,4.5999999,8375,33.4000015,38578,0.200000003,57.2000008,33.4000015,9.10000038,60.4317093,37.2062569,45.4708939
"1919","Edgecombe","NC",6895,NA,111,56558,0.400000006,7.5,4.80000019,6880,8.10000038,26092,2.4000001,56.7999992,31.8999996,11.1000004,43.6100998,55.979702,34.7554741
"1920","Forsyth","NC",3120,NA,661,265878,11.1999998,7.0999999,5.19999981,7976,24.1000004,37923,0.400000006,42.0999985,45.4000015,12.3000002,74.0632935,24.8617783,43.7320862
"1921","Franklin","NC",6640,NA,77,36414,26.2000008,7.80000019,5.5999999,3132,9.19999981,29180,4.5999999,49.0999985,35.2000008,15.5,63.9534264,35.2694016,36.4310417
"1922","Gaston","NC",1520,NA,501,175093,9.89999962,7.19999981,4.9000001,6691,10.8000002,32656,0.400000006,31.1000004,56.5,12.1999998,86.1644974,12.9508314,35.0870667
"1923","Gates","NC",NA,NA,28,9305,6.4000001,8.69999981,5.9000001,1804,7.4000001,27829,9.30000019,57.5,30.2000008,12.1999998,54.8199883,44.9220848,41.2036552
"1924","Graham","NC",NA,NA,25,7196,2.4000001,9.69999981,6.4000001,833,10,19654,3.5,40,49.5,10.3999996,93.5380783,0.0138966097,53.8632584
"1925","Granville","NC",NA,NA,74,38345,15.1000004,7.30000019,5.0999999,4801,9.60000038,31708,4.30000019,50.9000015,37.4000015,10.8999996,60.1616898,38.8812103,31.6286354
"1926","Greene","NC",NA,NA,59,15384,-2.20000005,7.5,4.80000019,2462,8.89999962,27206,7.19999981,48.2999992,38,13.6000004,56.8577728,42.388195,37.259491
"1927","Guilford","NC",3120,NA,550,347420,12.8000002,7,4.9000001,7990,24.7999992,36754,0.600000024,45.2999992,41.0999985,13.3999996,71.8392715,26.3816128,42.1389084
"1928","Halifax","NC",NA,NA,77,55516,2,8.39999962,5.80000019,5429,8.60000038,22507,2,55.9000015,32.4000015,11.5,46.849556,49.6901779,32.070034
"1929","Harnett","NC",NA,NA,117,67822,16.6000004,7,4.69999981,5895,9.5,25770,3.20000005,40.5,46.5999985,12.8000002,75.3693466,22.5811691,30.863142
"1930","Haywood","NC",NA,NA,87,46942,3.29999995,10.6999998,7.5,3473,12.8000002,26820,3.0999999,49.4000015,34.7000008,15.6999998,98.0167007,1.38042688,44.7552299
"1931","Henderson","NC",NA,NA,192,69285,22.5,12.8999996,9,3408,19.5,31331,1.79999995,32.5,51.4000015,15.8999996,95.4867554,3.40766406,47.7332764
"1932","Hertford","NC",NA,NA,64,22523,-3.5999999,8.39999962,6.19999981,3949,10.6999998,21696,2.29999995,60.0999985,28.7999992,11,40.9092941,57.5855789,34.0629578
"1933","Hoke","NC",NA,NA,60,22856,14.8999996,5.80000019,3.5,3879,8.39999962,25601,2.5,58.9000015,27,14,42.1552315,43.2184105,27.7257614
"1934","Hyde","NC",NA,NA,9,5411,-8.69999981,9.10000038,7.5,909,7.69999981,19929,7.69999981,52.7000008,32.2999992,14.8999996,66.4572144,32.9144325,42.2842369
"1935","Iredell","NC",NA,NA,169,92931,17.2999992,7.80000019,5.4000001,2197,11.8000002,33249,1.79999995,34,49.7999992,15.8999996,83.0799179,16.0000439,41.9450989
"1936","Jackson","NC",NA,NA,56,26846,6.69999981,7.9000001,5.9000001,2573,19.7000008,25826,0.699999988,49.7999992,37,13.1000004,87.942337,1.58310366,43.0529671
"1937","Johnston","NC",6640,NA,109,81306,22,7.80000019,4.9000001,5914,11.1000004,30269,4.9000001,35.5999985,48.7000008,15.6000004,80.8956299,17.69734,38.9626846
"1938","Jones","NC",NA,NA,20,9414,-2.9000001,9,5.30000019,0,8.10000038,24137,5.4000001,51,37.4000015,11.5,60.4100266,39.0588493,40.8540459
"1939","Lee","NC",NA,NA,168,41374,17.5,8.30000019,4.80000019,7931,14.3000002,31751,2.20000005,39.9000015,45.4000015,14.5,75.448349,22.7220001,35.4304619
"1940","Lenoir","NC",NA,NA,145,57274,-3,8.39999962,5.30000019,6374,11.5,26570,2.79999995,44.2999992,45,10.6000004,59.9259682,39.3529358,34.6439934
"1941","Lincoln","NC",1520,NA,176,50319,24.1000004,7.19999981,4.4000001,3535,10.5,32435,1.79999995,36.5,49.2999992,14.1000004,90.8404388,8.16391468,44.4265594
"1942","McDowell","NC",NA,NA,82,35681,3,8.5,6,3585,8.10000038,27018,0.899999976,39.9000015,45.7999992,14.1000004,95.0113525,4.1450634,37.2607269
"1943","Macon","NC",NA,NA,47,23499,20.2999992,12.8999996,9.60000038,1040,13.1999998,25655,2.20000005,41,42.5,16.2000008,97.5318069,1.63836753,47.9977875
"1944","Madison","NC",480,NA,38,16953,2.5999999,9.19999981,7.5,977,11.3000002,23963,13.3999996,49.7999992,39.0999985,10.6999998,98.7671814,0.802217901,47.1244011
"1945","Martin","NC",NA,NA,55,25078,-2.79999995,8.80000019,5.69999981,5806,9.5,25124,5.69999981,50.7999992,36.9000015,12.1999998,54.9804611,44.6048317,31.9642715
"1946","Mecklenburg","NC",1520,NA,1020,511433,33,5.69999981,3.70000005,11154,28.2999992,40904,0.100000001,42.5,43.5999985,13.6999998,71.2998581,26.2923985,44.6539421
"1947","Mitchell","NC",NA,NA,66,14433,0.899999976,9.80000019,7.9000001,1616,9.19999981,24063,3.4000001,24.6000004,62.7999992,12.5,99.4526443,0.159357026,48.6038933
"1948","Montgomery","NC",NA,NA,47,23346,3.79999995,8.30000019,5.30000019,4004,7.80000019,26402,2,48.2999992,38.7000008,12.8999996,71.8452835,25.7046165,39.2401276
"1949","Moore","NC",NA,NA,88,59013,21.2999992,13.3000002,7.5,4208,19.8999996,32747,1.60000002,36.2999992,46.7999992,16.7000008,80.4297333,18.4400043,45.0595627
"1950","Nash","NC",6895,NA,149,76677,19.8999996,7.5999999,4.80000019,6576,13.6999998,31094,2.4000001,36.2000008,48.2999992,15.1999998,67.6526184,31.485321,38.9764862
"1951","New Hanover","NC",9200,NA,643,120284,23.5,7.80000019,4.69999981,9778,21.2000008,33649,0,38.9000015,46.7000008,14.1999998,78.8924561,20.0334206,43.3590508
"1952","Northampton","NC",NA,NA,39,20798,-6.69999981,10.3999996,6.5,2403,8.80000019,21629,4.9000001,65.1999969,23.2000008,11.5,40.374073,59.274929,38.3065681
"1953","Onslow","NC",3605,NA,188,149838,28.1000004,2.9000001,1.5,4928,13.3999996,24857,0.800000012,33.0999985,48.7000008,18,74.7066803,19.8934841,16.2295284
"1954","Orange","NC",6640,NA,249,93851,29.3999996,5.0999999,3.5999999,6848,46.0999985,40685,1.10000002,60.5,27.5,11.6999998,80.8419724,15.8687706,50.3990364
"1955","Pamlico","NC",NA,NA,35,11372,12.3000002,10.1999998,6.5999999,2103,11.6000004,26168,1.60000002,44.7999992,38.7999992,16.2999992,73.5314789,25.9497013,43.7478027
"1956","Pasquotank","NC",NA,NA,142,31298,13.5,8.19999981,5.69999981,4923,14.3999996,26802,2.29999995,49.0999985,35.7000008,15,61.9943771,37.0087547,30.6121788
"1957","Pender","NC",NA,NA,36,28855,39.4000015,9.30000019,5,1790,11.6000004,27728,2.79999995,46.9000015,39.0999985,13.8999996,68.7159958,30.3933468,43.0774574
"1958","Perquimans","NC",NA,NA,43,10447,10.8999996,10.8999996,7.30000019,2072,8.80000019,21866,7.19999981,46.9000015,36.7999992,16.1000004,66.8038635,32.7941017,37.1207047
"1959","Person","NC",NA,NA,79,30180,6.0999999,8.30000019,5.9000001,2853,7.5999999,31171,5.5,42.2999992,43.5999985,14,68.7210083,30.1723003,33.8966217
"1960","Pitt","NC",3150,NA,173,107924,24.7000008,6,3.9000001,4214,21.8999996,30166,1.89999998,45,41.5999985,13.1999998,65.4562454,33.2836075,36.9658279
"1961","Polk","NC",NA,NA,63,14416,14.6999998,13.6999998,10.8999996,1802,20.1000004,31864,2.20000005,39,45.7999992,15.1000004,92.0921173,7.30438423,52.2544403
"1962","Randolph","NC",3120,NA,140,106546,20.8999996,7.4000001,4.80000019,2715,9.10000038,31274,2,29,53.2000008,17.7000008,92.9570312,5.97582245,36.5119286
"1963","Richmond","NC",NA,NA,95,44518,-0.200000003,8.80000019,5.4000001,4487,7.9000001,26747,1.20000005,58.9000015,28,13,69.2214355,28.9074078,34.9364319
"1964","Robeson","NC",NA,NA,114,105179,6.0999999,6.5999999,4.0999999,4039,11,23201,3.0999999,63.5999985,25.5,10.8000002,36.1155739,24.8956547,28.973465
"1965","Rockingham","NC",NA,NA,153,86064,4.19999981,8.39999962,5.9000001,4455,8.80000019,30574,1.89999998,44.4000015,40.5,14.8999996,78.8866425,20.3894768,36.3322639
"1966","Rowan","NC",1520,NA,222,110605,14.3999996,8.89999962,6.30000019,4655,11.6999998,31169,1.10000002,33.5,49.7999992,16.5,83.0441666,16.0688934,38.6347809
"1967","Rutherford","NC",NA,NA,103,56918,7.69999981,8.89999962,6.5999999,3561,9.80000019,28429,1.39999998,38.5999985,48,13.3000002,88.0793457,11.4445343,35.7162933
"1968","Sampson","NC",NA,NA,51,47297,-2.4000001,8.5,5.80000019,3874,8.10000038,24196,6.30000019,46.7999992,43.0999985,10,64.0061722,33.1648941,39.2583046
"1969","Scotland","NC",NA,NA,107,33754,5.9000001,6.80000019,4.30000019,2802,13.6000004,26980,0.899999976,55.2999992,31.7999992,12.8000002,56.3636894,36.0727615,27.7300472
"1970","Stanly","NC",NA,NA,134,51765,9,8.69999981,5.9000001,4556,9.39999962,29548,1.79999995,35.7000008,50.9000015,13.1999998,87.4509811,11.5367527,41.8506699
"1971","Stokes","NC",3120,NA,85,37223,16.5,6.69999981,4.80000019,2514,7.30000019,31831,6.4000001,38.7999992,47.9000015,13.1000004,93.8049088,5.55839109,44.7492142
"1972","Surry","NC",NA,NA,117,61704,5.9000001,8.60000038,6.19999981,3140,9.39999962,27750,3.5,40,46.2999992,13.5,94.6178513,4.50538063,38.0088806
"1973","Swain","NC",NA,NA,22,11268,11.6999998,8.60000038,6.69999981,2396,9.89999962,19533,1,48.9000015,37.9000015,13.1000004,70.5537796,1.73943913,38.4274063
"1974","Transylvania","NC",NA,NA,69,25520,11.1000004,11.3999996,7.0999999,2144,17.8999996,30613,0.800000012,39,45.5999985,15.3000002,94.5180283,4.659091,51.477272
"1975","Tyrrell","NC",NA,NA,10,3856,-3.9000001,9.80000019,7.80000019,3547,7.5999999,18377,5.9000001,55.4000015,33,11.3000002,59.5695038,40.0155602,43.4128647
"1976","Union","NC",1520,NA,140,84211,26.6000004,5.9000001,3.70000005,4985,13.1999998,35524,2.9000001,33.7000008,51.7000008,14.3999996,83.1518478,15.9444733,37.9902878
"1977","Vance","NC",NA,NA,157,38892,8.30000019,7.69999981,5.30000019,6578,9.5,25588,1.79999995,51.5,37.0999985,11.3000002,54.3710785,45.027256,32.9116516
"1978","Wake","NC",6640,NA,548,423380,51.7000008,4.69999981,3.0999999,6057,35.2999992,44302,0.699999988,42.9000015,41.7999992,15,76.5295944,20.7985725,49.002552
"1979","Warren","NC",NA,NA,41,17265,7.4000001,10.6000004,7.30000019,1670,7.0999999,20554,4.5999999,65.3000031,24.7999992,9.69999981,38.1870842,57.034462,41.2684631
"1980","Washington","NC",NA,NA,41,13997,-4.4000001,8.30000019,5.5,4344,8.69999981,25863,4.30000019,55.2000008,33.9000015,10.6999998,53.9829979,45.4811745,37.5294724
"1981","Watauga","NC",NA,NA,122,36952,20,6.30000019,4.30000019,2862,27.3999996,27752,3.4000001,43,41.0999985,15.6000004,97.2342529,2.078372,52.0269547
"1982","Wayne","NC",2980,NA,195,104666,11,6.4000001,3.79999995,4413,12.6999998,27444,2.29999995,37.4000015,52.2999992,10.1999998,66.0883179,32.2865105,26.3046265
"1983","Wilkes","NC",NA,NA,79,59393,2.29999995,7.80000019,5.4000001,2184,8.80000019,26476,2.5,33.5,52.5999985,13.8999996,94.6862411,4.75476885,40.186554
"1984","Wilson","NC",NA,NA,180,66061,5.69999981,7.80000019,5,6460,14.3999996,29312,3.4000001,44.0999985,44.4000015,11.5,61.4931641,37.6863823,34.7209396
"1985","Yadkin","NC",3120,NA,93,30488,10.3000002,8.60000038,6.30000019,1967,7.0999999,30626,5.30000019,30.2000008,56.2999992,13.3000002,94.7389145,4.2475729,42.5642891
"1986","Yancey","NC",NA,NA,50,15419,4.9000001,9.89999962,7.30000019,0,10,22659,7.19999981,46.5,43.4000015,10,98.7158737,0.979311228,59.7185287
"1987","Adams","ND",NA,NA,3,3174,-16.1000004,10.8999996,10.6000004,602,11.1999998,26925,23.1000004,28.7999992,39.7999992,30.7000008,99.5904236,0.0945179611,51.2287331
"1988","Barnes","ND",NA,NA,8,12545,-12.6000004,10.6000004,10.5,1355,15.3999996,25346,16.6000004,32.9000015,42.2999992,24.2999992,98.9159012,0.21522519,51.4069366
"1989","Benson","ND",NA,NA,5,7198,-13.3999996,8,7.5999999,1440,9.19999981,18517,18.6000004,42.9000015,33.2999992,23.2000008,61.3642693,0,36.4684639
"1990","Billings","ND",NA,NA,1,1108,2.29999995,6.4000001,5,0,12.6000004,24688,50.9000015,18.1000004,41.2000008,39.7999992,99.7292404,0,61.1913376
"1991","Bottineau","ND",NA,NA,5,8011,-17.7000008,10,10.8999996,1444,14.3000002,26746,13.6000004,30.7999992,43.5,25.2000008,98.9639282,0.0748970136,51.2295609
"1992","Bowman","ND",NA,NA,3,3596,-19.6000004,9.69999981,8.80000019,1040,13.8999996,25577,16.6000004,26.5,37.2999992,35.5999985,99.6941071,0,53.031147
"1993","Burke","ND",NA,NA,2,3002,-29.6000004,11.5,12,0,8.69999981,22520,22.1000004,30.1000004,36.2000008,33.2000008,99.3004684,0.0333111249,50.7661552
"1994","Burleigh","ND",1010,NA,38,60131,14,5.9000001,4.80000019,4320,25.1000004,35278,1.79999995,27.6000004,50.9000015,20.8999996,96.6323547,0.109760359,53.8557472
"1995","Cass","ND",2520,NA,60,102874,20.7999992,5.19999981,4.5999999,3324,26.5,34221,2.5999999,34,47.7000008,17.8999996,97.6359406,0.272177607,51.6320953
"1996","Cavalier","ND",NA,NA,4,6064,-24.8999996,9.89999962,9.69999981,996,12.6000004,26784,11.6999998,27.7000008,48.7999992,23.1000004,99.1259918,0.0659630597,51.5501328
"1997","Dickey","ND",NA,NA,5,6107,-18.6000004,10.5,11.1000004,952,16,26020,20,30,49.5,20.1000004,99.1485214,0.130997211,50.1064339
"1998","Divide","ND",NA,NA,2,2899,-23.7999992,13.6000004,13.1999998,902,12.8000002,26283,20.8999996,39.0999985,31.7999992,28.1000004,99.3446045,0.0344946533,55.88134
"1999","Dunn","ND",NA,NA,2,4005,-16.1000004,9.80000019,6.80000019,151,10.1000004,23546,39.9000015,31.7000008,37.2000008,30.2999992,90.0124817,0,52.5592995
"2000","Eddy","ND",NA,NA,4,2951,-20.3999996,12,12.5,1569,11,24734,22.5,35.5999985,36.5999985,26.7000008,98.2717743,0,54.727211
"2001","Emmons","ND",NA,NA,3,4830,-21,11.3999996,10,833,9,20095,30.8999996,24.5,43.0999985,31.8999996,99.8136673,0,50.3105583
"2002","Foster","ND",NA,NA,6,3983,-17.3999996,9.69999981,11,430,12.1000004,24186,17.2000008,29.1000004,41.4000015,28.7000008,99.3221207,0,48.7070045
"2003","Golden Valley","ND",NA,NA,2,2108,-19.8999996,10.8000002,9.80000019,1432,15.6999998,25703,15,22.8999996,45.2000008,31.6000004,99.0037918,0,52.8462982
"2004","Grand Forks","ND",2985,NA,49,70683,7.19999981,4.69999981,4.0999999,4532,25.7999992,30377,1.89999998,35.0999985,44.0999985,20.3999996,94.4583588,2.04575348,44.0049248
"2005","Grant","ND",NA,NA,2,3549,-21.8999996,10.5,10.8000002,145,8.89999962,21406,33.0999985,21.2000008,45.9000015,32.0999985,98.9011002,0.0281769522,55.1986465
"2006","Griggs","ND",NA,NA,4,3303,-15.6000004,12,12.1000004,0,12.1000004,22649,26.5,36.7999992,44,18.7999992,99.5761414,0,53.1637917
"2007","Hettinger","ND",NA,NA,3,3445,-26,12.1999998,10.1999998,0,12.1999998,23201,27.5,25.2999992,46.5,27.2000008,99.5936127,0,53.352684
"2008","Kidder","ND",NA,NA,2,3332,-17.2000008,10.6999998,9.19999981,1148,11.3000002,20477,35.2000008,27.3999996,43.2000008,28.6000004,99.8799515,0,51.3505402
"2009","La Moure","ND",NA,NA,5,5383,-19,11.3999996,10.8999996,449,12.3999996,22535,21,28.7999992,46,24.6000004,99.7770767,0,51.3282547
"2010","Logan","ND",NA,NA,3,2847,-22.6000004,12.1999998,10.6999998,1273,9.30000019,23365,35,25.7999992,47.2999992,26.2000008,99.683876,0.0351246931,52.1952934
"2011","McHenry","ND",NA,NA,3,6528,-20.8999996,10.3000002,10.5,755,9.69999981,21893,27.5,34.5,38.9000015,26.1000004,99.5404434,0.0612745099,52.0220604
"2012","McIntosh","ND",NA,NA,4,4021,-21.2000008,13.8999996,15.3999996,876,9.5,22429,20.7999992,21.8999996,55.2000008,22.1000004,99.651825,0.0248694345,51.0818214
"2013","McKenzie","ND",NA,NA,2,6383,-15.3999996,8.19999981,5.5999999,1009,14.1999998,28569,23.7000008,25.5,42.7999992,31.3999996,85.2577133,0.0469998419,48.4098396
"2014","McLean","ND",NA,NA,5,10457,-19.6000004,10.3999996,8.89999962,1280,11.8999996,26199,19.2999992,34.0999985,40.0999985,25.1000004,94.3865356,0.0286889169,50.7124405
"2015","Mercer","ND",NA,NA,9,9808,0.200000003,7,5.69999981,1787,11.1999998,37664,9.80000019,26.3999996,45.2999992,27.5,97.0534286,0.122349106,51.1521225
"2016","Morton","ND",1010,NA,12,23700,-6.4000001,7.4000001,6.0999999,3527,13.8000002,28856,8.89999962,31.2000008,43.7999992,24.2000008,97.8902969,0.0548523217,48.6160355
"2017","Mountrail","ND",NA,NA,4,7021,-11.8999996,9.80000019,8.60000038,674,12.8999996,23230,16.6000004,42.4000015,30.8999996,26.2000008,79.8461761,0.0569719411,46.8451805
"2018","Nelson","ND",NA,NA,4,4410,-20.2000008,12.6999998,13.8999996,525,10.6000004,23477,14,38.0999985,39.2000008,22,99.6825409,0.0453514755,50.0226746
"2019","Oliver","ND",NA,NA,3,2381,-11.1000004,6.69999981,4.69999981,592,10.8000002,28039,27.5,24.8999996,41,33.0999985,98.278038,0,51.5749702
"2020","Pembina","ND",NA,NA,8,9238,-14.3000002,9.39999962,9.10000038,327,13.1000004,28706,6.5,28.7000008,46.5,24,97.3912125,0.151547953,44.6741714
"2021","Pierce","ND",NA,NA,5,5052,-22.6000004,10.8999996,13.3000002,797,13.3999996,25144,24.7000008,31.2999992,45.2000008,22.7999992,99.1884384,0.03958828,48.1195564
"2022","Ramsey","ND",NA,NA,11,12681,-4.5,8.89999962,9.39999962,3808,16.2999992,27720,9.5,33.2000008,41.5999985,24.8999996,94.8032455,0.165602088,47.740715
"2023","Ransom","ND",NA,NA,7,5921,-13.1000004,10.1999998,11.5,884,11.1000004,28684,23.7000008,40.2000008,38,21.5,99.459549,0.0675561577,49.0288811
"2024","Renville","ND",NA,NA,3,3160,-18.3999996,9.10000038,10.5,955,9.80000019,26553,21,34.7000008,39.2000008,25.7000008,98.3227844,0.443037987,52.8481026
"2025","Richland","ND",NA,NA,12,18148,-7.0999999,8,8.10000038,2849,13,29534,9.89999962,32.4000015,46.7000008,20.5,97.0575256,0.115715228,45.7405777
"2026","Rolette","ND",NA,NA,14,12772,7.0999999,5.80000019,4.5999999,536,11.6999998,16641,8.30000019,55.5,24.7999992,18.2999992,32.970562,0.219229564,28.2336369
"2027","Sargent","ND",NA,NA,5,4549,-20.8999996,10,7.9000001,1421,9.69999981,29514,29.7000008,42.5999985,36.2000008,20.5,99.5383606,0.0219828542,49.5493507
"2028","Sheridan","ND",NA,NA,2,2148,-27.5,13,10.1999998,515,8.19999981,19896,35.7999992,23.5,50.0999985,25.8999996,99.5344543,0,54.7020493
"2029","Sioux","ND",NA,NA,4,3761,7.19999981,4.5,1.70000005,0,9.89999962,15539,15.6999998,47.0999985,26.7999992,24.7999992,24.0893383,0.0797660202,26.1632538
"2030","Slope","ND",NA,NA,1,907,-22.5,8.80000019,3.5999999,111,10.3999996,20682,67.5999985,27.1000004,42.2000008,30.2999992,99.5589828,0,58.9856682
"2031","Stark","ND",NA,NA,17,22832,-3.70000005,7.19999981,6,2521,14.8000002,28290,5.9000001,28.1000004,42.0999985,29.2000008,98.7867889,0.0744569004,46.7676926
"2032","Steele","ND",NA,NA,3,2420,-25.7000008,11.8999996,8.39999962,624,13.6999998,28611,37.4000015,43.5999985,36.7000008,19.5,99.7933884,0,56.6115685
"2033","Stutsman","ND",NA,NA,10,22241,-9.60000038,8.5,7.69999981,2194,16.7000008,29448,8.80000019,33.0999985,40.4000015,25.7999992,98.6016846,0.229306236,44.9665031
"2034","Towner","ND",NA,NA,3,3627,-16.7999992,10.8999996,11.6999998,166,12.6999998,23277,14.1000004,42.5999985,34.0999985,22.8999996,98.3181686,0.0551419891,48.4422379
"2035","Traill","ND",NA,NA,10,8752,-11,9.69999981,10.6000004,554,17.7000008,27361,12.8000002,36,44.2999992,19.2000008,98.4689178,0.137111515,52.0223961
"2036","Walsh","ND",NA,NA,10,13840,-14.1999998,9.89999962,8.89999962,2144,13,27822,9.19999981,32.7999992,43.0999985,23.3999996,97.2037582,0.122832373,42.6589584
"2037","Ward","ND",NA,NA,29,57921,-1.5,5.9000001,5.30000019,1904,19,27246,3.4000001,30.3999996,46.5999985,22.7000008,94.1713715,2.43607664,44.6332054
"2038","Wells","ND",NA,NA,4,5864,-20.5,11.1000004,13,875,11.3000002,22734,19.7999992,30.5,40.2000008,29.1000004,99.7442017,0.034106411,49.72715
"2039","Williams","ND",NA,NA,10,21129,-6.4000001,7.5999999,6.5999999,3323,14.3000002,28881,5.9000001,30.2999992,36.9000015,32.0999985,94.7749557,0.0851909667,46.9354897
"2040","Adams","OH",NA,NA,45,25371,8.5,7.80000019,5.80000019,717,5.19999981,21226,10.3999996,37.2000008,43.9000015,18.5,99.3732986,0.185250878,42.4027443
"2041","Allen","OH",4320,NA,272,109755,-1.79999995,7.69999981,5.69999981,9049,11.3999996,32513,2.9000001,29.1000004,53.5,17.2000008,87.6288071,11.2186232,43.1415443
"2042","Ashland","OH",NA,NA,115,47507,5.30000019,7.69999981,6,1841,13,31764,6.9000001,28.7000008,47.2999992,23.7000008,98.2718353,0.968278348,43.8987923
"2043","Ashtabula","OH",1692,1680,144,99821,-3.20000005,8.5,6.19999981,4436,9,28610,2.5,43.7999992,30.7999992,25,95.6361923,3.14362717,43.1051598
"2044","Athens","OH",NA,NA,119,59549,6.5,5.5999999,4.19999981,4248,23.3999996,25702,1.60000002,52,27.8999996,19.7000008,94.3139267,2.81784749,43.3139114
